X,Y,OBJECTID,ID,STATUS,REASON,ROAD,DESCRIPTION,SUBURB,UPDATETIME,TMR,LOCATION,SOURCE,GlobalID
17024934.33,-3149758.145,119,SID_019,Open,Flooded,Eric McSweeney Court,at Browns Road,KURWONGBAH,2022/05/13 03:15:00+00,0,"Eric McSweeney Court, KURWONGBAH",DWCP,313fe8e6-8f90-4db9-b542-498397870b7b
17023274.13,-3138771.47,120,CAB_066,Open,Flooded,Petersen Road,near Bushland Place,MORAYFIELD,2022/02/28 09:00:00+00,0,"Petersen Road near Bushland Place, MORAYFIELD",DWCP,049ee578-d093-4d76-8cf2-48f2444e9e33
17008835.84,-3155498.15,121,UPR_047,Open,Flooded,Hawkins Road,,KOBBLE CREEK,2022/02/28 06:00:00+00,0,"Hawkins Road, KOBBLE CREEK",DWCP,38f60fa7-eae7-4524-a971-c67d61d49465
17032107.23,-3141183.913,122,BUR_012,Open,Flooded,Uhlmann Road,near Farry Road,BURPENGARY EAST,2020/02/26 05:00:00+00,0,"Uhlmann Road near Farry Road, BURPENGARY EAST",DWCP,9fe4bfcc-174d-4ffc-acf9-c7fe13b6f120
17025949.94,-3135256.677,123,CAB_096,Open,Flooded,John Street,,CABOOLTURE SOUTH,2020/02/26 05:00:00+00,0,John Street,DWCP,5ccec77e-0d1a-40b9-a162-f25f59deb3fc
17026104.13,-3167885.613,124,LPR_001,Open,Flooded,Dugandan Road,at Bunya Crossing Reserve car park,BUNYA,2022/10/23 22:30:00+00,0,Dugandan Road,DWCP,2ab819d0-5fcd-44b9-b160-b5d10b847f25
17028968.96,-3130189.41,125,CAB_064,Open,Flooded,Flowers Road,near Dot Newman Court,CABOOLTURE,2022/05/13 15:00:00+00,0,Flowers Road,DWCP,614ca1c6-51c4-4524-945b-d7c6b0d1e87c
17025300.02,-3149773.084,126,SID_010,Open,Flooded,Browns Road,near McCormack Road,KURWONGBAH,2022/05/12 03:15:00+00,0,Browns Road,DWCP,afea73d3-b3aa-463e-9317-1548668a2ad6
17050969.3,-3132687.148,127,BRI_001,Open,Flooded,Cotterill Avenue, ,BONGAREE,2020/02/26 05:00:00+00,0,"Cotterill Avenue, BONGAREE",DWCP,394ef92f-874c-49b5-b2bd-ae18ed93a80e
17046619.7,-3127966.704,128,BRI_007,Open,Flooded,White Patch Esplanade,at Wrights Creek,BANKSIA BEACH,2022/03/03 18:30:00+00,0,"White Patch Esplanade at Wrights Creek, BANKSIA BEACH",DWCP,37a2a79b-6187-4cda-9481-846910a7f1a7
17025490.81,-3166796.456,129,LPR_051,Open,Flooded,Bunya Pine Court,at Drapers Road,EATONS HILL,2020/02/26 05:00:00+00,0,Bunya Pine Court,DWCP,4b8ff8dc-5c93-48e2-a96d-d0cb1e1b4c65
17035159.71,-3157357.317,130,LPR_009,Open,Flooded,Henry Road, ,GRIFFIN,2022/10/24 21:00:00+00,0,Henry Road,DWCP,2976d2f7-fa86-422f-8c9a-8a8da906836f
17025231.75,-3155922.343,131,LPR_016,Open,Flooded,Vores Road,near Grant Street,WHITESIDE,2022/02/28 09:30:00+00,0,Vores Road,DWCP,68368ec1-950d-45c3-8edf-436b2398e1c3
17024767.6,-3169541.054,132,LPR_002,Open,Flooded,Bunya Road,at Wongan Creek,BUNYA,2020/02/26 05:00:00+00,0,"Bunya Road at Wongan Creek, BUNYA",DWCP,0635601f-1d33-4c42-ab36-ab572c7b21cf
17048848.22,-3130848.59,133,BRI_005,Open,Flooded,Bellara Street,at Wallimbi Avenue,BELLARA,2020/02/26 05:00:00+00,0,"Bellara Street at Wallimbi Avenue, BELLARA",DWCP,8d2cdcf2-7400-4edd-be80-75fb526c29c4
17029576.34,-3165301.533,134,LPR_039,Open,Flooded,Leitchs Road Pedestrian Bridge,at South Pine River,BRENDALE,2023/05/18 20:30:00+00,0,"Leitchs Road Pedestrian Bridge at South Pine River, BRENDALE",DWCP,8df4846a-9018-4633-b201-ccc4b3717bb9
17025576.6,-3150514.454,135,SID_001,Open,Flooded,Forbes Road,at Sideling Creek,KURWONGBAH,2022/05/14 06:30:00+00,0,Forbes Road,DWCP,ee2c37d6-595a-4768-ae9e-5811572f892f
17021208.33,-3132104.803,136,CAB_092,Open,Flooded,Wades Road,,BELLMERE,2022/05/11 19:00:00+00,0,Wades Road,DWCP,824b2e2f-9a7c-428b-8d82-1deed691213a
17049815.49,-3132628.559,137,BRI_017,Open,Flooded,Miramar Street,,BONGAREE,2020/02/26 05:00:00+00,0,"Miramar Street, BONGAREE",DWCP,2e28a30d-a38a-4f6f-8aea-2a129544de1e
17008140.37,-3117480.494,138,STA_010,Open,Flooded,Golf Course Road, ,WOODFORD,2022/05/14 11:00:00+00,0,Golf Course Road,DWCP,10a42588-afc0-4cd7-a229-6b1297de598e
17002150.38,-3125526.425,139,NEU_003,Open,Flooded,Delaney Creek Road,near number 529,DELANEYS CREEK,2022/05/14 09:30:00+00,0,Delaney Creek Road,DWCP,18b59e34-d234-4548-9e5a-4b5b359c6d5a
17009110.6,-3171497.097,140,LPR_038,Open,Landslip,Goat Track,Due to land slip,HIGHVALE,2022/07/12 04:30:00+00,0,"Goat Track, HIGHVALE",DWCP,99905d63-771c-4dbc-8388-911374654495
17017796.57,-3172929.931,141,LPR_044,Open,Flooded,Upper Camp Mountain Road,at Les Douglas Court,CAMP MOUNTAIN,2020/02/26 05:00:00+00,0,"Upper Camp Mountain Road at Les Douglas Court, CAMP MOUNTAIN",DWCP,e8cc6454-9f1c-4a1a-9433-b61588432f57
17008206.88,-3142210.208,142,UPR_043,Open,Flooded,Clifford Road,at Mount Pleasant Road,MOUNT PLEASANT,2022/02/26 17:30:00+00,0,Clifford Road,DWCP,5a1f053f-d69a-4fc1-999e-323551723fe6
17005531.16,-3116805.146,143,STA_017,Open,Flooded,Neurum Road,at Monkeybong Creek,WOODFORD,2022/05/15 12:00:00+00,0,Neurum Road,DWCP,ef84ca04-1a98-4c96-82bb-dfd4067da26c
17014786.38,-3174227.48,144,LPR_045,Open,Flooded,Upper Wights Mountain  Road,at Browns Road,WIGHTS MOUNTAIN,2020/02/26 05:00:00+00,0,"Upper Wights Mountain  Road at Browns Road, WIGHTS MOUNTAIN",DWCP,ad60fc22-0e11-40f7-90da-42fb27a9d79f
17010100.37,-3164625.568,145,LPR_003,Open,Flooded,Cedar Creek Road,at Cedar Creek,CEDAR CREEK,2022/05/15 03:30:00+00,0,"Cedar Creek Road at Cedar Creek, CEDAR CREEK",DWCP,02cccf01-723c-4388-bc74-fc9c739af35d
17049501.03,-3132746.742,146,BRI_013,Open,Flooded,Clipper Street,,BONGAREE,2020/02/26 05:00:00+00,0,"Clipper Street, BONGAREE",DWCP,67f53684-8516-4931-8382-eac183baa3df
17027544.3,-3131665.76,147,CAB_084,Open,Flooded,Jensen Road,Opp Number 73,CABOOLTURE,2020/02/26 05:00:00+00,0,"Jensen Road, CABOOLTURE",DWCP,5fe9eedb-e2cc-4fef-8c4c-2353b26ce204
17025796.99,-3125166.051,148,PUM_011,Open,Flooded,Rose Creek Road,at Six Mile Creek,ELIMBAH,2022/05/11 23:30:00+00,0,Rose Creek Road,DWCP,39d3ea0d-b0fa-4f04-b097-4c0eee11940a
17010051.53,-3155102.321,149,UPR_048,Open,Flooded,Dales Road,,KOBBLE CREEK,2022/05/16 03:00:00+00,0,Dales Road,DWCP,13ee3f64-effd-4017-8adc-1e4fa6e635c3
17039722.17,-3134301.618,150,CAB_059,Open,Flooded,Peel Road, ,BEACHMERE,2022/03/03 03:50:00+00,0,"Peel Road, BEACHMERE",DWCP,0d5f6334-4f33-4490-97a9-8a562c8844c7
17015500.26,-3138861.597,151,CAB_098,Open,Flooded,Caboolture River Road,at Ten Bob Crossing,ROCKSBERG,2022/05/11 22:15:00+00,0,"Caboolture River Road at Ten Bob Crossing, ROCKSBERG",DWCP,1c1e7fee-bbf4-490e-8ca8-8ebc1ca85cf4
17013541,-3136441.729,152,CAB_099,Open,Flooded,McNamara Road,at Eliza Crossing,ROCKSBERG,2022/10/23 06:25:00+00,0,McNamara Road,DWCP,fe9ff8ec-9ad9-4c98-8401-d9ed1667e9cc
17025942.87,-3126983.706,153,CAB_008,Open,Flooded,Hamilton Road,near Vaughan Road,ELIMBAH,2022/05/23 21:15:00+00,0,Hamilton Road,DWCP,e1215dac-a64a-4b47-9d4f-18a71499fc68
17011217.48,-3151313.437,154,UPR_001,Open,Flooded,Armstrong Creek Road, ,ARMSTRONG CREEK,2022/02/28 06:00:00+00,0,"Armstrong Creek Road, ARMSTRONG CREEK",DWCP,27813ba5-8dc7-455c-901d-28f440823174
17006220.22,-3117857.043,155,STA_014,Open,Flooded,Kropp Road,at Yates Road,WOODFORD,2022/02/27 04:00:00+00,0,Kropp Road,DWCP,05ff8b32-5dc8-474f-813d-c41df3a3ea08
17034216.69,-3144746.951,156,BUR_045,Open,Flooded,Trinidad Terrace,,DECEPTION BAY,2022/02/27 17:30:00+00,0,"Trinidad Terrace, DECEPTION BAY",DWCP,86e525bc-489f-42f4-8e2c-1a940daf2712
17029601.6,-3164367.937,157,LPR_063,Open,Flooded,Leitchs Road,from South Pine Road to Cribb Road,BRENDALE,2022/03/03 07:20:00+00,0,Leitchs Road,DWCP,22c31149-5633-4e73-8dc9-da8e63fc265e
17029358.33,-3130028.271,158,CAB_079,Open,Flooded,Old Toorbul Point Road,at Zarbelles Chicken Farm,CABOOLTURE,2022/05/13 09:00:00+00,0,Old Toorbul Point Road,DWCP,adb0b102-6df2-44b1-a550-585e09af5ca2
17025451.49,-3158752.703,159,LPR_070,Open,Flooded,Regent Street,at Gordons Crossing Road,JOYNER,2022/03/03 07:30:00+00,0,"Regent Street at Gordons Crossing Road, JOYNER",DWCP,d2e38cf6-18e5-4759-a728-f60e3d685cfe
17025541.31,-3150746.957,160,SID_016,Open,Flooded,Forbes Road,near Denham Road,KURWONGBAH,2020/02/26 05:00:00+00,0,Forbes Road,DWCP,cd5e81e7-8bdc-4879-8572-a79b997d6df5
17029775.88,-3158199.503,161,LPR_064,Open,Flooded,Leis Parade,from Gympie Road to Railway,LAWNTON,2022/03/03 07:00:00+00,0,"Leis Pde from Gympie Road to Railway, LAWNTON",DWCP,50bd4a8e-d293-4c7e-8fce-939356457c80
17027713.74,-3169256.456,162,LPR_040,Open,Flooded,Thiess Drive,near Mahogany Drive,ALBANY CREEK,2020/02/26 05:00:00+00,0,"Thiess Drive near Mahogany Drive, ALBANY CREEK",DWCP,14aba60d-000b-45df-95de-a701c6fe3773
17028232,-3169310.631,163,LPR_041,Open,Flooded,Thiess Drive,at Forest Court,ALBANY CREEK,2020/02/26 05:00:00+00,0,Thiess Drive,DWCP,08081809-2719-4776-87f9-e5065f4b4fc7
17028871.37,-3171693.131,164,BCC_003,Open,Flooded,Bunya Road,at Charles Street,EVERTON HILLS,2020/02/26 05:00:00+00,0,"Bunya Road at Charles Street, EVERTON HILLS",DWCP,3633ac7e-47b0-46f3-abfd-b19e2cece9b9
17028817.49,-3169472.545,165,LPR_042,Open,Flooded,Allamanda Crescent, ,ALBANY CREEK,2020/02/26 05:00:00+00,0,Allamanda Crescent,DWCP,31543ecb-9205-462e-84f6-717fb4eaf2a9
17015200.99,-3172947.973,166,LPR_043,Open,Flooded,Smiths Road,near Oatlands Court,WIGHTS MOUNTAIN,2020/02/26 05:00:00+00,0,"Smiths Road near Oatlands Court, WIGHTS MOUNTAIN",DWCP,a4708a4c-8d2a-4770-a4fa-23184ef20bec
17027127.3,-3173545.665,167,BCC_005,Open,Flooded,Grove Avenue,at The Gardens Unit Complex,ARANA HILLS,2020/02/26 05:00:00+00,0,"Grove Avenue at The Gardens Unit Complex, ARANA HILLS",DWCP,1258507e-0380-4338-92ad-4c8e79bb2138
17014578.45,-3161100.192,168,UPR_039,Open,Flooded,Winn Road,at Mount Samson Road,MOUNT SAMSON,2022/02/26 17:30:00+00,0,"Winn Road at Mount Samson Road, MOUNT SAMSON",DWCP,32547368-2b79-43d6-a8c4-82804e582841
17007555.59,-3106743.302,169,STA_002,Open,Flooded,Bellthorpe Range Road,near Simpson Road,STANMORE,2022/05/15 05:30:00+00,0,"Bellthorpe Range Road near Simpson Road, STANMORE",DWCP,410455a6-1f66-49bc-8430-805850e3772d
17030890.15,-3151049.693,170,HAY_006,Open,Flooded,Goodwin Road,at Old Gympie Road,DAKABIN,2020/02/26 05:00:00+00,0,Goodwin Road,DWCP,a710ff76-ca5f-4b24-a6a4-43fa7a59cbb4
17033343.82,-3154691.787,171,HAY_010,Open,Flooded,Brays Road,near Anzac Avenue,MURRUMBA DOWNS,2022/03/03 06:40:00+00,0,"Brays Road, MURRUMBA DOWNS",DWCP,e474eb2d-3508-4f25-8cea-a4337237f45e
17049694.95,-3133072.057,172,BRI_011,Open,Flooded,Hall Avenue,,BONGAREE,2020/02/26 05:00:00+00,0,"Hall Avenue, BONGAREE",DWCP,e88adabf-1e41-4e7c-94d8-1ecd28cb7dfa
17049749.64,-3132698.587,173,BRI_016,Open,Flooded,Doomba Drive,,BONGAREE,2020/02/26 05:00:00+00,0,"Doomba Drive, BONGAREE",DWCP,3ae75f13-a987-4d99-bcc6-4cd366cdf6d5
17027375.56,-3167009.659,174,LPR_060,Open,Flooded,Faheys Road,at Kingfisher Creek,ALBANY CREEK,2020/02/26 05:00:00+00,0,"Faheys Road West at Kingfisher Creek, ALBANY CREEK",DWCP,a2a9baf7-b236-46a6-8528-a274be125386
17029479.54,-3156149.656,175,LPR_067,Open,Flooded,Yebri Street,,KALLANGUR,2022/03/03 07:15:00+00,0,Yebri Street,DWCP,a3121b1a-9a51-4bac-8e02-e819820ea62d
17050330.9,-3134913.524,176,BRI_023,Open,Flooded,Spowers Street,,BONGAREE,2020/02/26 05:00:00+00,0,"Spowers Street, BONGAREE",DWCP,26eacd47-d0d2-436b-9032-4db92ada3371
17049660.91,-3132701.543,177,BRI_015,Open,Flooded,Koopa Street,,BONGAREE,2020/02/26 05:00:00+00,0,"Koopa Street, BONGAREE",DWCP,b57f3cc9-3d73-4ea7-94cf-abebc7b7940f
17012285.14,-3148104.771,178,UPR_050,Open,Flooded,Railway Street,at Community Centre Carpark,DAYBORO,2022/05/15 01:00:00+00,0,Railway Street,DWCP,9e63e5d4-9084-4bd8-912c-f4328b48eb44
17049488.1,-3132980.651,179,BRI_006,Open,Flooded,Bestman Avenue,at Kangaroo Avenue,BONGAREE,2020/02/26 05:00:00+00,0,"Bestman Avenue at Kangaroo Avenue, BONGAREE",DWCP,e44a5bc6-1992-4a40-b580-27c81ae165e3
17030731.68,-3133676.708,180,CAB_020,Open,Flooded,Pasturage Road, ,CABOOLTURE,2022/02/27 06:45:00+00,0,Pasturage Road,DWCP,ad205cd2-b0a7-4e02-b85a-6de3f0f7da45
17049950.13,-3132919.534,181,BRI_020,Open,Flooded,Paradise Parade,,BONGAREE,2020/02/26 05:00:00+00,0,"Paradise Parade, BONGAREE",DWCP,e99df2be-f00c-4c2c-bcdc-a0e77f3655f1
17003795.84,-3147780.456,182,UPR_030,Open,Flooded,Costelloe Road,at Lower Crossing,LACEYS CREEK,2022/10/23 16:40:00+00,0,"Costelloe Road at Lower Crossing, LACEYS CREEK",DWCP,90b67c5d-303d-4a93-a55d-ac4b00d00c06
16996989.69,-3123025.615,183,NEU_002,Open,Flooded,Rasmussen Road,,NEURUM,2022/10/23 19:30:00+00,0,Rasmussen Road,DWCP,9b3eb0c4-4519-4889-b6f1-0c4a0ec71148
17021598.63,-3134175.395,184,CAB_060,Open,Flooded,Bells Lane,near Currawong Place,BELLMERE,2022/05/14 19:00:00+00,0,"Bells Lane near Currawong Place, BELLMERE",DWCP,2b853a62-c89c-482b-8c56-d8e309f2ee86
17026901.78,-3149174.587,185,SID_012,Open,Flooded,Mumford Road,at Browns Road,NARANGBA,2022/02/25 16:30:00+00,0,Mumford Road,DWCP,76d41d73-c45c-46ad-a12f-773e21dad7c3
17050008.08,-3132759.327,186,BRI_022,Open,Flooded,Partridge Street,,BONGAREE,2020/02/26 05:00:00+00,0,"Partridge Street, BONGAREE",DWCP,eda562c3-a483-4ef6-ada7-d6a4762bb243
17049890.47,-3132587.437,187,BRI_018,Open,Flooded,Cormorant Street,,BONGAREE,2020/02/26 05:00:00+00,0,"Cormorant Street, BONGAREE",DWCP,e4bfed4b-5cac-4902-aa4a-2feda7518929
17000162.41,-3124787.973,188,NEU_006,Open,Flooded,Wiseman Road,at creek,MOUNT DELANEY,2022/10/24 07:00:00+00,0,"Wiseman Road at creek, MOUNT DELANEY",DWCP,c138c3e3-7dc9-469f-a803-e4baa8bde536
17004999.96,-3147220.714,189,UPR_032,Open,Flooded,Laceys Creek Road,at Worths Crossing,LACEYS CREEK,2022/10/23 15:45:00+00,0,Laceys Creek Road,DWCP,e7bd28ae-0476-402e-9bcc-8d12edc32a4b
17024962.05,-3129846.006,190,CAB_032,Open,Flooded,Old Gympie Road,at Craigslea Drive,CABOOLTURE,2021/04/05 21:30:00+00,0,Old Gympie Road,DWCP,6b908854-16be-447d-8026-28388fa66771
17008773.74,-3122486.976,191,STA_004,Open,Flooded,Buckingham Road,near Mount Mee Road,DELANEYS CREEK,2022/05/14 21:30:00+00,0,Buckingham Road,DWCP,a51c9a5c-b2f4-4df1-a04d-74e1a44c783c
17049729.4,-3132818.67,192,BRI_002,Open,Flooded,Kingfisher Drive, ,BONGAREE,2020/02/26 05:00:00+00,0,"Kingfisher Drive, BONGAREE",DWCP,c1216dd3-1764-4bde-a44e-baee86f0c284
17006230.48,-3119642.575,193,STA_012,Open,Flooded,Ironbark Drive,near Fiddlewood Court,WOODFORD,2022/02/27 04:00:00+00,0,Ironbark Drive,DWCP,55381346-1794-4dc0-8b0e-1de9d4046928
17009323.01,-3171923.21,194,LPR_005,Open,Flooded,Dawson Creek Road,near number 187,HIGHVALE,2022/05/15 15:00:00+00,0,Dawson Creek Road,DWCP,defadd5b-efa0-4d46-891e-acfb33bfec18
17034186.48,-3144171.36,195,BUR_044,Open,Flooded,Barbados Boulevard,,DECEPTION BAY,2022/02/28 03:00:00+00,0,"Barbados Boulevard, DECEPTION BAY",DWCP,26b371ee-a977-40e8-9dfc-3213cea473be
17029671.66,-3143105.584,196,BUR_034,Open,Flooded,Old Bay Road,at Arthur Drewett Drive,BURPENGARY EAST,2022/02/26 13:30:00+00,0,Old Bay Road,DWCP,206d9b6f-3274-40d4-8f30-066173f48f02
17032369.24,-3144154.191,197,BUR_033,Open,Flooded,Old Bay Road,at Little Burpengary Creek,DECEPTION BAY,2022/10/23 12:40:00+00,0,Old Bay Road,DWCP,c4005a01-656f-4fcd-8e61-31b9443915ec
17009374.28,-3147582.634,198,UPR_012,Open,Flooded,Laceys Creek Road,at North Pine River,ARMSTRONG CREEK,2022/02/26 17:45:00+00,0,"Laceys Creek Road at North Pine River, ARMSTRONG CREEK",DWCP,5fc850e5-6d4b-4847-a68a-307cd80673f9
17030474.97,-3161586.127,199,LPR_078,Open,Flooded,Stanley Street,at Maree Street,STRATHPINE,2022/03/03 07:00:00+00,0,"Stanley Street at intersection with Maree Street, STRATHPINE",DWCP,725de9ef-1e5c-4112-b3f6-83023fff3fab
17018297.17,-3168896.831,200,LPR_059,Open,Flooded,Gibbons Road,near 108,SAMFORD VALLEY,2022/05/11 10:10:00+00,0,"Gibbons Road near 108, SAMFORD VALLEY",DWCP,cdedbc6e-e4eb-483c-96cd-ee30d492bbf0
17013524.47,-3146994.123,201,UPR_005,Open,Flooded,Fingerboard Road, ,DAYBORO,2022/05/12 16:00:00+00,0,Fingerboard Road,DWCP,3df8e514-3a6f-4b6e-87df-aacb440b7cd6
17014604.64,-3165261.277,202,LPR_035,Open,Flooded,Gordons Road,at lower crossing,CEDAR CREEK,2022/05/16 02:00:00+00,0,Gordons Road,DWCP,02617431-8446-4de2-8844-d79751f710f3
17049979.37,-3132999.969,203,BRI_019,Open,Flooded,Lyrebird Lane,,BONGAREE,2020/02/26 05:00:00+00,0,"Lyrebird Lane, BONGAREE",DWCP,668f2402-bd78-45f9-aaf5-09758c3c34a1
17001000.81,-3110864.763,204,STA_021,Open,Flooded,Stony Creek Road,at Stony Creek,STONY CREEK,2022/10/23 09:25:00+00,0,Stony Creek Road,DWCP,5ecd96a8-f0d0-4b9b-83d1-4b0ca71c099d
17039671.29,-3135000.972,205,CAB_016,Open,Flooded,Mynott Road, ,BEACHMERE,2022/03/03 03:50:00+00,0,"Mynott Road, BEACHMERE",DWCP,f60eca0f-cd92-45f8-9956-ea453a1844d5
17049588.28,-3132750.637,206,BRI_014,Open,Flooded,Penguin Street,,BONGAREE,2020/02/26 05:00:00+00,0,"Penguin Street, BONGAREE",DWCP,9095549a-0116-499f-9db3-71b18a7a8e95
17049951.07,-3132625.737,207,BRI_021,Open,Flooded,Sanderling Lane,,BONGAREE,2020/02/26 05:00:00+00,0,"Sanderling Lane, BONGAREE",DWCP,b319fe83-ac70-4d65-8a3e-2ea196a6db8c
17024293.01,-3135003.815,208,CAB_037,Open,Flooded,River Drive,at Torrens Road,CABOOLTURE SOUTH,2020/02/26 05:00:00+00,0,"River Drive at Torrens Road, CABOOLTURE SOUTH",DWCP,a285d5f2-f12a-4d3d-a197-2166cd7b96e8
17024583.72,-3131169.898,209,CAB_097,Open,Flooded,Smiths Road,opp Scout Hall,CABOOLTURE,2020/02/26 05:00:00+00,0,Smiths Road,DWCP,1041e5a9-6ce8-498f-9ddb-edb0413b23aa
17001753.93,-3109990.987,210,STA_009,Open,Flooded,Fletcher Road, ,STONY CREEK,2022/10/23 09:35:00+00,0,"Fletcher Road, STONY CREEK",DWCP,f759e68f-3391-4bc2-aa0d-dde97a3747ae
17017777.03,-3125347.86,211,CAB_033,Open,Flooded,Newlands Road,at Patane Road,WAMURAN,2022/05/12 15:30:00+00,0,"Newlands Road at Patane Road, WAMURAN",DWCP,52aa49b4-7a16-4f26-a56d-10c50de3fb54
17015945.39,-3133065.61,212,CAB_069,Open,Flooded,Jackson Road, ,WAMURAN,2022/05/23 06:30:00+00,0,"Jackson Road, WAMURAN",DWCP,0521fb6f-f300-47e0-bf11-c09f34758744
17027508.12,-3143717.16,213,BUR_022,Open,Flooded,Henderson Road,near Merewyn Street,BURPENGARY,2020/02/26 05:00:00+00,0,Henderson Road,DWCP,538941bc-78cc-4cb8-a745-dd1f53a22bb4
17029386.53,-3129546.656,214,CAB_019,Open,Flooded,Old Toorbul Point Road,near Pumicestone Road,CABOOLTURE,2020/02/26 05:00:00+00,0,"Old Toorbul Point Road near Pumicestone Road, CABOOLTURE",DWCP,451322db-d005-4567-92f7-acc4396b5099
17027529.05,-3141734.494,215,BUR_029,Open,Flooded,Adsett Road, ,BURPENGARY,2022/02/27 13:30:00+00,0,"Adsett Road, BURPENGARY",DWCP,bfa8c212-1160-4e96-89fa-3f22c31273da
17016917.61,-3172512.949,216,LPR_037,Open,Flooded,Richards Road, ,CAMP MOUNTAIN,2022/02/27 23:00:00+00,0,"Richards Road, CAMP MOUNTAIN",DWCP,fb705426-46e5-4dbd-85be-e87328e46102
17026667.26,-3145528.014,217,BUR_049,Open,Flooded,New Settlement Road,at underpass,NARANGBA,2022/02/27 10:00:00+00,0,New Settlement Road,DWCP,d1812edc-5c29-436e-8177-20cbeb3346e7
17031045.57,-3153723.595,218,HAY_012,Open,Flooded,Old Gympie Road,at Brickworks Road,KALLANGUR,2022/03/03 07:00:00+00,0,Old Gympie Road,DWCP,b61f7c7e-0d5d-4d96-87db-43c7b7443d07
17028914.26,-3172227.124,219,BCC_006,Open,Flooded,Timms Road,,EVERTON HILLS,2020/02/26 05:00:00+00,0,"Timms Road, EVERTON HILLS",DWCP,f8d62c11-9057-4136-8563-a35da97dfd9b
17036718.06,-3140287.147,220,CAB_005,Open,Flooded,Gillian Street, ,BEACHMERE,2022/03/03 11:30:00+00,0,"Gillian Street, BEACHMERE",DWCP,5a051b28-b923-4580-949c-cfa080ff4d68
17035413.1,-3152958.469,221,HAY_013,Open,Flooded,Kinsellas Road East, ,MANGO HILL,2020/02/26 05:00:00+00,0,"Kinsellas Road East, MANGO HILL",DWCP,20e40b73-2596-43d3-8497-e4e5c0495929
17033958.53,-3157747.223,222,LPR_069,Open,Flooded,Dohles Rocks Road,at entry to on ramp to highway,GRIFFIN,2022/05/11 16:30:00+00,0,Dohles Rocks Road,DWCP,5498d9dd-b1be-4123-a5b4-845f753648d6
17030960.07,-3141931.086,223,BUR_036,Open,Flooded,Fountain Road,at Lewis Road,BURPENGARY EAST,2022/05/13 09:30:00+00,0,"Fountain Rd at Lewis Place, BURPENGARY EAST",DWCP,c0810440-7fd5-4775-b3fb-7c121260c702
17016491.71,-3173942.311,224,LPR_053,Open,Flooded,Upper Camp Mountain Road,at Dip Road,CAMP MOUNTAIN,2020/02/26 05:00:00+00,0,"Upper Camp Mountain Road at Dip Road, CAMP MOUNTAIN",DWCP,5a9dcb2b-6639-4bbb-b611-c434039b2934
17022808.83,-3126023.537,225,PUM_003,Open,Flooded,King Road, ,ELIMBAH,2022/05/12 05:00:00+00,0,King Road,DWCP,c1d8ec9a-4fd8-4d82-be8b-5993c56eca4a
17026276.79,-3158197.561,226,LPR_018,Open,Flooded,Youngs Crossing Road,at One Mile Creek,JOYNER,2022/03/03 07:30:00+00,0,Youngs Crossing Road,DWCP,167d04ec-6753-49b0-a96b-2f5f3324e4d1
17031222.88,-3130403.033,227,CAB_018,Open,Flooded,Old Toorbul Point Road,near Leahy Road,CABOOLTURE,2022/05/11 09:27:00+00,0,Old Toorbul Point Road,DWCP,035779c2-57a0-439d-96e9-00e689315aff
17028432.56,-3171487.498,228,BCC_007,Open,Flooded,John Street,at Cabbage Tree Creek,EVERTON HILLS,2022/02/28 05:45:00+00,0,John Street,DWCP,6521e449-d49d-434e-a51c-1d40066915ae
17021985.77,-3139365.824,229,CAB_014,Open,Flooded,Mcloughlin Road, ,MORAYFIELD,2022/05/14 10:30:00+00,0,Mcloughlin Road,DWCP,4891c4f4-ad24-42b8-a32d-c61e43c08279
17026168.42,-3129895.136,230,CAB_003,Open,Flooded,Dances Road,at King Johns Creek,CABOOLTURE,2022/05/11 18:15:00+00,0,Dances Road,DWCP,5c266bed-b1c1-4b79-97fc-2b30fcf9754f
17024408.07,-3155325.438,231,LPR_022,Open,Flooded,Whiteside Road,at Patman Road,WHITESIDE,2022/02/28 09:45:00+00,0,"Whiteside Road at Patman Road, WHITESIDE",DWCP,5d38e791-a7df-4147-a1ee-6da89fac2fed
17029646.5,-3143881.616,232,BUR_037,Open,Flooded,Eastern Service Road,at Brewers Street,BURPENGARY EAST,2020/02/26 05:00:00+00,0,Eastern Service Road,DWCP,3bd75202-3656-4a53-9b30-a9f8babbb3ff
17008451.46,-3122404.298,233,STA_003,Open,Flooded,Buckingham Road,at Monkeybong Creek,D'AGUILAR,2022/05/15 00:30:00+00,0,"Buckingham Road at Monkeybong Creek, D'AGUILAR",DWCP,fd9c5bec-4765-4d55-aad8-a91cba023f7b
17030728.92,-3143819.177,234,BUR_048,Open,Flooded,Twists Road,,BURPENGARY EAST,2020/02/26 05:00:00+00,0,Twists Road,DWCP,87d6265e-e2e4-4c30-95fc-a7347d53e026
17004937.11,-3119666.313,235,STA_022,Open,Flooded,Walker Lane,near Kropp Road,WOODFORD,2022/05/11 05:45:00+00,0,Walker Lane,DWCP,21858635-73dc-4fe6-90e9-5db08a2fc5f2
17042433.6,-3153909.663,236,RED_005,Open,Flooded,Duffield Road,,MARGATE,2020/02/26 05:00:00+00,0,"Duffield, MARGATE",DWCP,cf9643f6-12ba-41ca-b030-bc69c101807a
